IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
163635-02122021,02 Dec 2021,2021,09:52:30,9,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000403,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,525350,177750,,,London,Fulham,247,Chelsea,280,Kensington,2,2,2,1,352,1
163673-02122021,02 Dec 2021,2021,11:38:32,11,Special Service,Special Service,No action (not false alarm),Non Residential,Library ,Correct incident location,W12 7BF,W12,34146511,21000894,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,523331,180041,523350,180050,51.5058593973,-0.2243416358,London,Hammersmith,,,,,1,1,1,1,352,2
163726-02122021,02 Dec 2021,2021,13:18:32,13,False Alarm,AFA,,Non Residential,Infant/Primary school,Within same building,W6 0SL,W6,34006775,21000673,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,522385,178710,522350,178750,51.4941037138,-0.2384259704,London,Hammersmith,343,Chiswick,,,1,1,1,1,352,1
163768-02122021,02 Dec 2021,2021,14:58:12,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W6,0,21000806,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522950,179450,,,London,Hammersmith,255,Hammersmith,462,Kensington,2,2,2,1,352,2
163827-02122021,02 Dec 2021,2021,16:56:19,16,Special Service,Special Service,Effecting entry/exit,Non Residential,Single shop ,Correct incident location,SW6 1NB,SW6,34069904,21000597,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,525086,177404,525050,177450,51.4817754106,-0.2000031123,London,Fulham,159,Fulham,,,1,1,1,1,352,1
163833-02122021,02 Dec 2021,2021,17:11:41,17,Special Service,Special Service,Other rescue/release of persons,Dwelling,House - single occupancy ,Within same building,,W14,0,21000736,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523950,179550,,,London,Hammersmith,218,Hammersmith,,,1,1,1,1,352,1
163848-02122021,02 Dec 2021,2021,17:40:23,17,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W6,0,21000760,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522150,178650,,,London,Hammersmith,303,Chiswick,,,1,1,1,1,352,3
163961-02122021,02 Dec 2021,2021,21:35:57,21,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21000074,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522750,178950,,,London,Hammersmith,346,Chiswick,524,Hammersmith,2,2,2,1,352,1
164084-03122021,03 Dec 2021,2021,05:10:55,5,Special Service,Special Service,No action (not false alarm),Other Residential,Hotel/motel ,Correct incident location,W6 7LU,W6,34036592,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523529,179452,523550,179450,51.5005171,-0.2217065,London,Hammersmith,189,Hammersmith,,,1,1,1,1,352,1
164110-03122021,03 Dec 2021,2021,07:18:57,7,False Alarm,AFA,,Non Residential,Infant/Primary school,Within same building,W12 9PT,W12,34012145,21000876,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,522439,179753,522450,179750,51.5034592,-0.2372978,London,Hammersmith,324,Hammersmith,,,1,1,1,1,352,1
164300-03122021,03 Dec 2021,2021,15:06:56,15,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W6,0,21000356,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,,,523750,177750,,,London,Hammersmith,,,,,,,,,,1
164329-03122021,03 Dec 2021,2021,16:11:43,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W14,0,21000809,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524350,178350,,,London,Hammersmith,,,,,,,,,,2
164469-03122021,03 Dec 2021,2021,20:41:33,20,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000085,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525950,176550,,,London,Fulham,282,Fulham,328,Chelsea,2,2,2,1,352,1
164564-04122021,04 Dec 2021,2021,00:00:20,0,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SW6,0,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,524850,177550,,,London,Fulham,273,Fulham,,,1,1,2,3,1056,1
164594-04122021,04 Dec 2021,2021,01:37:44,1,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W6,0,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522050,178850,,,London,Hammersmith,,,,,1,1,1,1,352,1
164678-04122021,04 Dec 2021,2021,08:34:01,8,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,SW6 7HX,SW6,34052947,21000728,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,524630,177299,524650,177250,51.4809293962,-0.2066113794,London,Fulham,324,Fulham,,,1,1,1,1,352,1
164788-04122021,04 Dec 2021,2021,13:42:20,13,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000226,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,,,521650,179650,,,London,Chiswick,388,Chiswick,,,1,1,1,1,352,1
164824-04122021,04 Dec 2021,2021,14:22:18,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000085,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525950,176750,,,London,Fulham,162,Fulham,228,Fulham,2,2,2,1,352,1
164885-04122021,04 Dec 2021,2021,16:31:15,16,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W6,0,21000806,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522950,179450,,,London,Hammersmith,214,Hammersmith,449,Chiswick,2,2,2,1,352,1
164887-04122021,04 Dec 2021,2021,16:38:07,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W14,0,21000566,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523650,179650,,,London,Hammersmith,446,Kensington,,,1,1,1,1,352,1
164890-04122021,04 Dec 2021,2021,16:43:55,16,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000077,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,,,522550,180950,,,London,Hammersmith,340,Chiswick,446,North Kensington,2,2,2,1,352,1
164900-04122021,04 Dec 2021,2021,17:01:51,17,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W12,0,21001152,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,522250,181050,,,London,Acton,480,Hammersmith,519,Hammersmith,3,3,3,1,352,1
164997-04122021,04 Dec 2021,2021,20:21:58,20,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W12,0,21001152,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,522250,181050,,,London,Acton,438,Hammersmith,444,Acton,3,3,3,2,704,1
165025-04122021,04 Dec 2021,2021,21:30:47,21,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W12,0,21000468,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,,,522250,179450,,,London,Hammersmith,273,Hammersmith,,,1,1,1,1,352,1
165083-05122021,05 Dec 2021,2021,00:15:38,0,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W14 9PP,W14,34159711,21000597,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,524705,178156,524750,178150,51.4886194211,-0.2052270204,London,Hammersmith,250,Fulham,,,1,1,1,1,352,2
165140-05122021,05 Dec 2021,2021,04:01:44,4,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W14,0,21000081,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524650,178750,,,London,Hammersmith,330,Hammersmith,,,1,1,1,1,352,1
165150-05122021,05 Dec 2021,2021,04:37:38,4,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W6,0,21000220,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,,,523850,177850,,,London,Hammersmith,323,Hammersmith,,,1,1,1,1,352,1
165168-05122021,05 Dec 2021,2021,06:32:51,6,False Alarm,AFA,,Non Residential,Single shop ,Within same building,W14 9PP,W14,34159711,21000597,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,524705,178155,524750,178150,51.4886027,-0.2052309,London,Hammersmith,256,Fulham,267,Hammersmith,2,2,2,1,352,1
165185-05122021,05 Dec 2021,2021,08:06:27,8,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW6,0,21000481,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,,,524250,177050,,,London,Fulham,253,Fulham,,,1,1,1,1,352,1
165193-05122021,05 Dec 2021,2021,08:43:23,8,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W12,0,21000068,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522250,179550,,,London,Hammersmith,261,Hammersmith,290,Chiswick,2,2,2,1,352,1
165246-05122021,05 Dec 2021,2021,12:05:37,12,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW6,0,21000174,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525050,177250,,,London,Fulham,215,Fulham,342,Hammersmith,2,2,2,1,352,1
165407-05122021,05 Dec 2021,2021,17:01:19,17,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W14,0,21000190,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524550,178250,,,London,Hammersmith,229,Fulham,314,Kensington,2,2,2,1,352,1
165457-05122021,05 Dec 2021,2021,18:22:46,18,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W14,0,21000370,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523950,178950,,,London,Hammersmith,195,Hammersmith,,,1,1,1,1,352,1
165505-05122021,05 Dec 2021,2021,20:23:30,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,0,21000131,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,524050,179150,,,London,Hammersmith,245,Hammersmith,247,Hammersmith,1,2,2,1,352,1
165526-05122021,05 Dec 2021,2021,21:12:24,21,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21000355,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,,,524350,176150,,,London,Fulham,153,Fulham,,,1,1,1,1,352,1
165549-05122021,05 Dec 2021,2021,22:49:16,22,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000467,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522250,180050,,,London,Hammersmith,252,Hammersmith,254,Hammersmith,1,2,2,2,704,1
165573-05122021,05 Dec 2021,2021,23:55:39,23,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),Correct incident location,W11 4TP,W11,34038273,21000663,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,523861,180133,523850,180150,51.5065686208,-0.2166793185,London,North Kensington,349,Hammersmith,,,1,1,1,1,352,2
165659-06122021,06 Dec 2021,2021,06:56:00,6,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W6,0,21000161,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523750,178950,,,London,Hammersmith,325,North Kensington,661,Fulham,2,2,2,1,352,1
165666-06122021,06 Dec 2021,2021,07:23:23,7,Special Service,Special Service,Hazardous Materials incident,Non Residential,Secondary school,Correct incident location,W6 0PG,W6,34004726,21000456,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,522973,178859,522950,178850,51.495309,-0.229919,London,Hammersmith,319,Hammersmith,322,Hammersmith,1,2,2,6,2112,1
165694-06122021,06 Dec 2021,2021,08:32:54,8,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W6,0,21000660,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,,,523150,178250,,,London,Hammersmith,456,Fulham,,,1,1,1,1,352,1
165767-06122021,06 Dec 2021,2021,12:09:02,12,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW6,0,21000856,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525850,175950,,,London,Fulham,318,Fulham,,,1,1,1,1,352,1
165784-06122021,06 Dec 2021,2021,12:40:44,12,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW10,0,21001717,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,521550,182350,,,London,Park Royal,419,Park Royal,,,1,1,1,1,352,1
165841-06122021,06 Dec 2021,2021,14:55:53,14,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000791,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522750,179750,,,London,Hammersmith,499,Hammersmith,,,1,1,1,1,352,1
166021-06122021,06 Dec 2021,2021,23:32:45,23,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000058,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,,,522750,180150,,,London,Hammersmith,251,Hammersmith,,,1,1,1,1,352,1
166032-07122021,07 Dec 2021,2021,00:22:14,0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,0,21000377,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524150,178450,,,London,Hammersmith,234,Hammersmith,,,1,1,1,1,352,1
166076-07122021,07 Dec 2021,2021,04:07:14,4,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Correct incident location,W12 8PH,W12,34140143,21000724,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523698,179838,523650,179850,51.5039493,-0.2191377,London,Hammersmith,231,Hammersmith,,,1,1,1,1,352,1
166104-07122021,07 Dec 2021,2021,06:55:03,6,Special Service,Special Service,Assist other agencies,Road Vehicle,Car ,In street outside gazetteer location,W6 7RA,W6,34152347,21000796,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523408,179662,523450,179650,51.5024354403,-0.2233681657,London,Hammersmith,202,Hammersmith,,,1,1,1,1,352,1
166193-07122021,07 Dec 2021,2021,12:24:59,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W14,0,21000809,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524350,178350,,,London,Hammersmith,297,Hammersmith,,,1,1,1,1,352,1
166218-07122021,07 Dec 2021,2021,13:16:10,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW6,0,21000330,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525350,177450,,,London,Fulham,388,Chelsea,497,Hammersmith,2,2,2,1,352,1
166269-07122021,07 Dec 2021,2021,15:12:23,15,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,W12 9ND,W12,34000846,21000345,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,521918,179249,521950,179250,51.4990485611,-0.2449654994,London,Chiswick,298,Chiswick,,,1,1,1,1,352,1
166286-07122021,07 Dec 2021,2021,16:05:28,16,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,SW6 5BD,SW6,34168298,21000359,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,525113,177123,525150,177150,51.4792398,-0.1997134,London,Fulham,106,Fulham,,,1,1,1,1,352,1
166330-07122021,07 Dec 2021,2021,17:21:46,17,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000077,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,,,522750,180850,,,London,Hammersmith,565,North Kensington,,,1,1,1,1,352,1
166388-07122021,07 Dec 2021,2021,19:15:36,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W6,0,21000098,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179350,,,London,Hammersmith,238,Hammersmith,407,Kensington,2,2,2,1,352,1
166560-08122021,08 Dec 2021,2021,08:12:23,8,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,W11,0,21000663,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523750,180250,,,London,North Kensington,357,North Kensington,,,1,1,1,1,352,1
166574-08122021,08 Dec 2021,2021,08:53:13,8,Special Service,Special Service,Effecting entry/exit,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W14,0,21000091,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524250,178250,,,London,Hammersmith,276,Hammersmith,,,1,1,1,1,352,2
166580-08122021,08 Dec 2021,2021,09:05:20,9,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW6,0,21001087,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,,,524350,175850,,,London,Fulham,156,Wandsworth,283,Wandsworth,3,3,3,1,352,1
166595-08122021,08 Dec 2021,2021,09:35:25,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21001148,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,,,522750,180750,,,London,Hammersmith,305,Hammersmith,343,Hammersmith,1,2,2,1,352,1
166624-08122021,08 Dec 2021,2021,11:01:35,11,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W12 8NL,W12,34114847,21000835,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,522707,180075,522750,180050,51.5062951,-0.2333265,London,Hammersmith,229,Hammersmith,236,Hammersmith,1,2,2,1,352,1
166625-08122021,08 Dec 2021,2021,11:10:18,11,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,W6 0SL,W6,34006775,21000673,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,522386,178711,522350,178750,51.4941120627,-0.2384222825,London,Hammersmith,139,Hammersmith,,,1,1,1,1,352,2
166670-08122021,08 Dec 2021,2021,13:29:53,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W14,0,21000846,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524550,177950,,,London,Hammersmith,408,Chelsea,,,1,1,1,1,352,1
166754-08122021,08 Dec 2021,2021,16:43:12,16,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,W12 9AQ,W12,34012076,21000401,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,522104,179761,522150,179750,51.5036035,-0.2421193,London,Hammersmith,307,Hammersmith,391,Acton,2,2,2,1,352,1
166778-08122021,08 Dec 2021,2021,17:55:41,17,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,W6 0UA,W6,34013730,21000622,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,522568,179018,522550,179050,51.496826,-0.235695,London,Hammersmith,363,Hammersmith,,,1,1,1,1,352,1
166841-08122021,08 Dec 2021,2021,20:45:50,20,False Alarm,False alarm - Good intent,,Dwelling,False Alarm - Property not found,Correct incident location,,NW10,0,21000314,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,521950,182550,,,London,North Kensington,334,North Kensington,391,Willesden,3,4,4,1,352,1
166974-09122021,09 Dec 2021,2021,03:53:32,3,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,W12,0,21000791,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522750,179650,,,London,Hammersmith,258,Hammersmith,262,Hammersmith,1,2,2,2,704,1
167014-09122021,09 Dec 2021,2021,07:54:55,7,False Alarm,AFA,,Non Residential,Department Store ,Within same building,W12 7FU,W12,34160994,21000056,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,523441,180527,523450,180550,51.5101986109,-0.2225960985,London,Hammersmith,258,Hammersmith,346,Hammersmith,1,2,2,1,352,1
167058-09122021,09 Dec 2021,2021,10:16:53,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000724,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179750,,,London,Hammersmith,182,Hammersmith,192,Hammersmith,3,4,4,1,352,2
167150-09122021,09 Dec 2021,2021,14:27:48,14,False Alarm,AFA,,Non Residential,Pre School/nursery ,Correct incident location,W6 8PF,W6,34050392,21001119,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,524073,177674,524050,177650,51.4844200576,-0.2144899126,London,Fulham,306,Fulham,,,1,1,1,1,352,1
167205-09122021,09 Dec 2021,2021,16:20:40,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW6,0,21000630,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,,,525350,176750,,,London,Fulham,218,Fulham,,,1,1,1,1,352,1
167309-09122021,09 Dec 2021,2021,20:13:18,20,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W14,0,21000737,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,524250,179150,,,London,Hammersmith,247,Hammersmith,294,Hammersmith,1,2,2,1,352,1
167373-09122021,09 Dec 2021,2021,22:56:14,22,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW6,0,21000172,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013739,Fulham Town,Fulham Town,,,524350,176250,,,London,Fulham,239,Fulham,,,1,1,1,1,352,1
167414-10122021,10 Dec 2021,2021,00:34:03,0,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21001183,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525150,177050,,,London,Fulham,129,Fulham,346,Chelsea,3,4,7,13,4576,2
167471-10122021,10 Dec 2021,2021,04:38:48,4,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W6,0,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179250,,,London,Hammersmith,240,Hammersmith,,,1,1,1,1,352,1
167491-10122021,10 Dec 2021,2021,05:53:42,5,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,NW10,0,21000440,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,522650,182850,,,London,North Kensington,330,Willesden,363,North Kensington,2,2,2,1,352,1
167493-10122021,10 Dec 2021,2021,06:09:55,6,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000468,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,,,522250,179450,,,London,Hammersmith,289,Hammersmith,329,Hammersmith,1,2,2,1,352,1
